book1,book2,prop1,prop2,count,pp1,pp2
bub_gb_N_OeqrFXZJoC,istoriafiorentin00male,0.9255813953488372,0.9299065420560748,398,430,428
bub_gb_N_XzKHusmWgC,bub_gb_HehTkwybXY0C,0.9299191374663073,0.9299191374663073,345,371,371
bub_gb_N_gDAAAAYAAJ,nouveaudictionn27chaugoog,0.9086538461538461,0.9174757281553398,567,624,618
bub_gb_N_gDAAAAYAAJ,nouveaudictionn55unkngoog,0.9631410256410257,0.9740680713128039,601,624,617
bub_gb_N_hrEg7NaIAC,oeuvreschoisies04abbgoog,0.9574829931972789,0.959114139693356,563,588,587
bub_gb_Na3xqx1FyBsC,bub_gb_gbrnE1eZq3AC,0.9340277777777778,0.9405594405594405,807,864,858
bub_gb_NaXtHyStKWUC,bub_gb_Dj2sPqu8XT8C,0.9799635701275046,0.9607142857142857,538,549,560
bub_gb_NaXtHyStKWUC,bub_gb_G4ZyIiQavs0C,0.9781420765027322,0.9572192513368984,537,549,561
bub_gb_NaXtHyStKWUC,bub_gb_VW10u906siAC,0.9781420765027322,0.9504424778761061,537,549,565
bub_gb_Nb5GYxEayvoC,bub_gb_3Rw-AAAAcAAJ,0.9419263456090652,0.9405940594059405,665,706,707
bub_gb_NbB_wZDEsWUC,bub_gb_Crv8T9u6sycC,0.9326599326599326,0.9326599326599326,277,297,297
bub_gb_NbEDFMqJDmIC,bibliothecamapha01pine,0.9301801801801802,0.9301801801801802,413,444,444
bub_gb_NbEDFMqJDmIC,bub_gb_fYYpureorxAC,0.9527027027027027,0.9613636363636363,423,444,440
bub_gb_NbEDFMqJDmIC,bub_gb_fgIrm16Thr8C,0.9391891891891891,0.9498861047835991,417,444,439
bub_gb_Nc0SoQSbNdMC,bub_gb_fFrc6fKc7kEC,0.9255583126550868,0.9142156862745098,373,403,408
bub_gb_Nc7PmTU__MQC,bub_gb_jhopXos5SjsC,0.9373601789709173,0.9373601789709173,419,447,447
bub_gb_NcE5DPDCnQIC,bub_gb_PDfW04GwCv4C,0.9712092130518234,0.9749518304431599,506,521,519
bub_gb_NcE5DPDCnQIC,bub_gb_q51cx_LKLWYC,0.9692898272552783,0.97678916827853,505,521,517
bub_gb_NcE5DPDCnQIC,bub_gb_sucl-HAVKBIC,0.9673704414587332,0.9710982658959537,504,521,519
bub_gb_Ne985YOUugwC,poesiepelsolenne00gozz,0.9794520547945206,0.9050632911392406,143,146,158
bub_gb_NejMAXN83R0C,bub_gb_Eb5aWafhyaYC,0.9347826086956522,1.0,86,92,86
bub_gb_NejMAXN83R0C,bub_gb_GhKjiw9Z9oEC,0.9347826086956522,0.9148936170212766,86,92,94
bub_gb_NejMAXN83R0C,bub_gb_yGLxEnSGXK0C,0.9565217391304348,0.9565217391304348,88,92,92
bub_gb_NejMAXN83R0C,letterapastorale00cath,0.9782608695652174,0.9,90,92,100
bub_gb_Nf9pkUIIrTcC,bub_gb__SwCXWve084C,0.9385964912280702,0.9427312775330396,214,228,227
bub_gb_Nf9pkUIIrTcC,bub_gb_aLnebh9RTj0C,0.9473684210526315,0.9557522123893806,216,228,226
bub_gb_NfVAAAAAcAAJ,dictionnairehis00magngoog,0.9058139534883721,0.9318181818181818,779,860,836
bub_gb_NfY554PgZxUC,bub_gb_v_ONoF8jep4C,0.9428571428571428,0.9446564885496184,495,525,524
bub_gb_Nfr9bCzQV2sC,bub_gb_3PXsgan7y6wC,0.952755905511811,0.9490196078431372,484,508,510
bub_gb_Nfr9bCzQV2sC,bub_gb_LJ1hvsPUijYC,0.9566929133858267,0.9548133595284872,486,508,509
bub_gb_Nfr9bCzQV2sC,bub_gb_QfC5Ij26oC0C,0.9409448818897638,0.9390962671905697,478,508,509
bub_gb_Nfr9bCzQV2sC,bub_gb_bAad_6Ro5AwC,0.9586614173228346,0.9383429672447013,487,508,519
bub_gb_Nfr9bCzQV2sC,operevolgari00cast,0.9507874015748031,0.9470588235294117,483,508,510
bub_gb_NfrCIlNXAHUC,causesclbres06gayo,0.9641148325358851,0.96875,403,418,416
bub_gb_Nh1Cf5ln3A4C,bub_gb_YrAqptXuDUoC,0.9560439560439561,0.943089430894309,348,364,369
bub_gb_Nh1Cf5ln3A4C,bub_gb_bnGxfYa3ji8C,0.9560439560439561,0.9354838709677419,348,364,372
bub_gb_Nh3bK5BdKFEC,bub_gb_NijqSuL0D_QC,0.9273356401384083,0.9241379310344827,268,289,290
bub_gb_NhCSheOOMSIC,bub_gb_K3CjhSRYH90C,0.9891304347826086,0.9479166666666666,91,92,96
bub_gb_NhCSheOOMSIC,bub_gb_ndMuINq8ULEC,1.0,0.9583333333333334,92,92,96
bub_gb_NhCSheOOMSIC,bub_gb_ot4AmTGfdIAC,1.0,0.9787234042553191,92,92,94
bub_gb_NhI4AAAAMAAJ,bub_gb_kNDjAAAAMAAJ,0.9156626506024096,0.9011857707509882,456,498,506
bub_gb_NhMhwiV_7PQC,bub_gb_zIb_B8woSs8C,0.9162162162162162,0.9549295774647887,339,370,355
bub_gb_Ni0ImcbR4RYC,bub_gb_TQrZ9zjp2fgC,0.9778067885117493,0.9829396325459318,749,766,762
bub_gb_NiA5HHSnBTUC,dictionnairede01acad,0.9797724399494311,0.9736180904522613,775,791,796
bub_gb_NiA5HHSnBTUC,dictionnairedela01acaduoft,0.9595448798988622,0.9535175879396985,759,791,796
bub_gb_NiAwAAAAYAAJ,bub_gb_eIMAcF2XUKsC,0.980225988700565,0.9719887955182073,694,708,714
bub_gb_NiAwAAAAYAAJ,laprusselittrai06denigoog,0.902542372881356,0.9076704545454546,639,708,704
bub_gb_NiAwAAAAYAAJ,laprusselittrai07denigoog,0.9590395480225988,0.9456824512534819,679,708,718
bub_gb_NiHoX-g_f_EC,bub_gb_s00-R7Ly4igC,0.9575471698113207,0.9712918660287081,406,424,418
bub_gb_NiMXgJLEpfEC,bub_gb_THk57qfVhfQC,0.9405405405405406,0.9586776859504132,348,370,363
bub_gb_NiMXgJLEpfEC,bub_gb_sWvjYwdRqJcC,0.9378378378378378,0.9559228650137741,347,370,363
bub_gb_NiX5Zlz4xeUC,causesclbres009gayo,0.9748743718592965,0.97,388,398,400
bub_gb_Ni_VHng49ewC,bub_gb_6JGmKXmHTywC,0.9401709401709402,0.9375,330,351,352
bub_gb_Ni_VHng49ewC,bub_gb_D6mPe8dj5acC,0.9373219373219374,0.9373219373219374,329,351,351
bub_gb_NjF2t6QmWP8C,memoiresdecond03seco,0.9644808743169399,0.9618528610354223,706,732,734
bub_gb_NjF2t6QmWP8C,memoiresdeconds01condgoog,0.9221311475409836,0.9310344827586207,675,732,725
bub_gb_NkMf876Q-4oC,mandementetinstr03hard,0.9531531531531532,0.9514388489208633,529,555,556
bub_gb_NkQGlzIpkD0C,histoiregnr05ceil,0.9702842377260982,0.9753246753246754,751,774,770
bub_gb_NkSVIwSTjToC,bub_gb_MaM_AAAAcAAJ,0.9498680738786279,0.9473684210526315,720,758,760
bub_gb_NkSVIwSTjToC,bub_gb_UxM0Wnbb7tUC,0.9485488126649076,0.9435695538057742,719,758,762
bub_gb_NkSVIwSTjToC,bub_gb_lh1ZBtRvAb0C,0.941952506596306,0.9394736842105263,714,758,760
bub_gb_NkpWXAohRfgC,bub_gb_OhZArLGfQV0C,0.9157303370786517,0.944015444015444,489,534,518
bub_gb_NkpWXAohRfgC,bub_gb__J3wIpNiaMUC,0.9101123595505618,0.9382239382239382,486,534,518
bub_gb_Nl1eAAAAcAAJ,bub_gb_EIc5OrHyBxQC,0.9821428571428571,0.9322033898305084,110,112,118
bub_gb_Nl1eAAAAcAAJ,bub_gb_HjGqsU19vd0C,0.9732142857142857,0.9732142857142857,109,112,112
bub_gb_Nl1eAAAAcAAJ,bub_gb_rIxsr_VuY2oC,0.9642857142857143,0.9818181818181818,108,112,110
bub_gb_Nl1eAAAAcAAJ,lacause00unse,0.9821428571428571,0.9821428571428571,110,112,112
bub_gb_Nl9N6RQVvf0C,historiagenealog06sous,0.919205298013245,0.9253333333333333,694,755,750
bub_gb_NlMlDzfuj_EC,bub_gb_VODdTPoECIUC,0.9435483870967742,0.975,117,124,120
bub_gb_NlS7XHJ_tuYC,coursdepeinturep00pile,0.9300567107750473,0.9213483146067416,492,529,534
bub_gb_NlcEQCTXPdkC,bub_gb_trlkJJmp8tYC,0.9775784753363229,0.9732142857142857,436,446,448
bub_gb_NlcEQCTXPdkC,delleantichitlon03fuma,0.9798206278026906,0.9668141592920354,437,446,452
bub_gb_NlgMxjuR71IC,lamythologieetle08bani,0.9025641025641026,0.9025641025641026,352,390,390
bub_gb_NmCgLAZ-UT4C,bub_gb_EDWNQxisuswC,0.9212328767123288,0.9471830985915493,269,292,284
bub_gb_NmCgLAZ-UT4C,bub_gb_pcUda-y1Q58C,0.9143835616438356,0.978021978021978,267,292,273
bub_gb_NmCgLAZ-UT4C,bub_gb_uddyVUHE0MAC,0.9246575342465754,0.9507042253521126,270,292,284
bub_gb_NmbMZvNQQIIC,bub_gb_2JKtv7R6hZkC,0.9457671957671958,0.9322033898305084,715,756,767
bub_gb_NmbMZvNQQIIC,bub_gb_MD7PTsmhJYgC,0.9563492063492064,0.943864229765013,723,756,766
bub_gb_NmuGkalT9DAC,bub_gb_7aAr_P7WZcUC,0.9711340206185567,0.9731404958677686,471,485,484
bub_gb_NnQEAAAAQAAJ,annualregistero27conggoog,0.9543325526932084,0.9357060849598163,815,854,871
bub_gb_NnQnQhHcSrsC,bub_gb_9uUCkSEYZSkC_2,0.9199604743083004,0.9136408243375859,931,1012,1019
bub_gb_NnRozfPaAb8C,bub_gb_MBmUEg_UugoC,0.9161676646706587,0.9272727272727272,306,334,330
bub_gb_NnUR8ZgqelgC,bub_gb_RBEOAAAAQAAJ,0.9489528795811518,0.9271099744245525,725,764,782
bub_gb_NnvaRZGWpowC,bub_gb_hlBknnzAjxoC,0.9608177172061328,0.9261083743842364,564,587,609
bub_gb_NoH8qx7amuIC,bub_gb_RUkzgs7n0EwC,0.9726890756302521,0.9788583509513742,463,476,473
bub_gb_NoH8qx7amuIC,bub_gb_w_RQAAAAcAAJ,0.9747899159663865,0.9747899159663865,464,476,476
bub_gb_NojVy_3ixx4C,bub_gb_3iYog2Xs8y8C,0.956386292834891,0.9331306990881459,307,321,329
bub_gb_NotU89afh0kC,bub_gb_LmNkAAAAcAAJ,0.9436619718309859,0.9571428571428572,268,284,280
bub_gb_NotU89afh0kC,laviedevoltaire01duvegoog,0.9295774647887324,0.9428571428571428,264,284,280
bub_gb_Np2L7naBTSoC,bub_gb_cTrG3DbJFkMC,0.9162011173184358,0.9111111111111111,164,179,180
bub_gb_Np2L7naBTSoC,bub_gb_omxNUxH3qqsC,0.9273743016759777,0.9021739130434783,166,179,184
bub_gb_NpPEAuyztVEC,bub_gb_keCkPOxv8UkC,0.9486842105263158,0.9587765957446809,721,760,752
bub_gb_NpTMF0-TJMgC,bub_gb_jreb4VS3Z8YC,0.9515151515151515,0.9289940828402367,157,165,169
bub_gb_NqUmsXwaKN4C,bub_gb_rlo1xC1nxa8C,0.9266895761741123,0.9585308056872038,809,873,844
bub_gb_Nqbazf-86gEC,bub_gb_5AWDEatIercC,0.9730337078651685,0.9372294372294372,433,445,462
bub_gb_NrFFmVoI6NUC,lamonarchiedesso00inch,0.9546485260770975,0.9524886877828054,421,441,442
bub_gb_NrKxDDko1asC,bub_gb_IiJDwj0WJ88C,0.9577922077922078,0.9365079365079365,295,308,315
bub_gb_NrKxDDko1asC,bub_gb_zTE-yCsSO2EC,0.948051948051948,0.9733333333333334,292,308,300
bub_gb_Nt5DAAAAcAAJ,bub_gb_AffI0i1mO5wC,0.9260273972602739,0.9184782608695652,676,730,736
bub_gb_NtJP6baDkcwC,mathematiques157alem,0.966824644549763,0.9691211401425178,816,844,842
bub_gb_NtZUanUI1a4C,bub_gb_S2RQRLZ32gMC,0.9511677282377919,0.9511677282377919,448,471,471
bub_gb_Nt_tFfn7Y2wC,bub_gb_54G5MclHRpUC,0.973463687150838,0.9667128987517337,697,716,721
bub_gb_Nt_tFfn7Y2wC,bub_gb_D035hligIdMC,0.9692737430167597,0.9719887955182073,694,716,714
bub_gb_Nt_tFfn7Y2wC,bub_gb_QMmD0O7PCtgC,0.9231843575418994,0.9155124653739612,661,716,722
bub_gb_Nu6hxGghF-wC,bub_gb_M01e4XvlQ_AC,0.9431524547803618,0.9370988446726572,730,774,779
bub_gb_Nu6hxGghF-wC,chronicaregnorum00kran,0.9509043927648578,0.9387755102040817,736,774,784
bub_gb_NvPoqTE6gCAC,bub_gb_vJfLDkl0PTMC,0.9305555555555556,0.9305555555555556,201,216,216
bub_gb_NvQFAAAAQAAJ,lifelorenzodeme11roscgoog,0.9016064257028112,0.903420523138833,449,498,497
bub_gb_NvYEAAAAYAAJ,HArteR12T17,0.9682539682539683,0.9561128526645768,305,315,319
bub_gb_NvYEAAAAYAAJ,bub_gb_bVsGAAAAQAAJ,0.9746031746031746,0.9654088050314465,307,315,318
bub_gb_NvYEAAAAYAAJ,bub_gb_zZr_4cyPppYC,0.946031746031746,0.9400630914826499,298,315,317
bub_gb_NvYEAAAAYAAJ,levitedepittori01passgoog,0.946031746031746,0.9371069182389937,298,315,318
bub_gb_Nw1PBR9aVKcC,bub_gb_LtFKsirFE7AC,0.9664429530201343,0.9664429530201343,576,596,596
bub_gb_NwExfLUkNywC,bub_gb_fIWTPWVoHi8C,0.9793233082706767,0.9793233082706767,521,532,532
bub_gb_NwLGTyGEMy0C,lerivoluzionide02arnagoog,0.9429223744292238,0.9386363636363636,413,438,440
bub_gb_Nx4btZ_VyXwC,bub_gb_x_ATAAAAQAAJ,0.9142857142857143,0.9361702127659575,352,385,376
bub_gb_NxGO4TuY1HgC,bub_gb_g5VL3dCFwxAC,0.9065420560747663,0.919431279620853,194,214,211
bub_gb_NxNy_cb7LR4C,bub_gb_fi9pLy4tqB8C,0.9124423963133641,0.9124423963133641,594,651,651
bub_gb_NxTo_kOHNR0C,ilmentoreperfett02metr,0.9694656488549618,0.9621212121212122,508,524,528
bub_gb_NxY3AyV9OKIC,voyagesimaginai04depegoog,0.9257246376811594,0.9533582089552238,511,552,536
bub_gb_NxY3AyV9OKIC,voyagesimaginai14garngoog,0.9094202898550725,0.9127272727272727,502,552,550
bub_gb_Ny4wAAAAYAAJ,bub_gb_VwXfbZhdHr0C,0.9233644859813084,0.9165120593692022,494,535,539
bub_gb_Nzi2CDuwqIMC,bub_gb_aa1TAxoGDsUC,0.9117647058823529,0.96875,62,68,64
bub_gb_NznLE4PruHIC,bub_gb_5CowUttnPnQC,0.9752650176678446,0.9701230228471002,552,566,569
bub_gb_NzxDJ4IwJNEC,bub_gb_Yd8lqtiOl3QC,0.982646420824295,0.985854189336235,906,922,919
bub_gb_O-3t8vojOPgC,bub_gb_CvssbC9zRXsC,0.9836552748885586,0.9749631811487481,662,673,679
bub_gb_O-Rwh10PHDkC,bub_gb_oVO-yt2CDEkC,0.9325396825396826,0.9003831417624522,470,504,522
bub_gb_O-Y0dlQbToUC,annaliditaliada12catagoog,0.9635922330097088,0.9706601466992665,397,412,409
bub_gb_O-Y0dlQbToUC,bub_gb_NDbv0wG63aIC,0.9587378640776699,0.9518072289156626,395,412,415
bub_gb_O-zKwO2cUfgC,bub_gb_LrIzFbddxBQC,0.9411764705882353,0.9261477045908184,464,493,501
bub_gb_O0cAl7U3PIQC,parnasoespaolc09lopeuoft,0.967280163599182,0.9692622950819673,473,489,488
bub_gb_O0cAl7U3PIQC,parnasoespaolco06sedagoog,0.9591002044989775,0.9630390143737166,469,489,487
bub_gb_O0mFbCP40LUC,bub_gb_3ScNAAAAYAAJ,0.9736842105263158,0.9581673306772909,481,494,502
bub_gb_O0mFbCP40LUC,voyageenitalie01lalagoog,0.9473684210526315,0.9531568228105907,468,494,491
bub_gb_O11L94ccdpcC,bub_gb_lCGTLV-iLEwC,0.9636015325670498,0.9729206963249516,503,522,517
bub_gb_O1IOIRLjnVEC,encyclopdiemthod06oliv,0.9351198871650211,0.9208333333333333,663,709,720
bub_gb_O1OLi6bPiCoC,bub_gb_y0o9axo93bUC,0.945,0.945,378,400,400
bub_gb_O1g_AAAAcAAJ,bub_gb_8zRyU8ChB78C,0.9341317365269461,0.936,936,1002,1000
bub_gb_O28jqHECmtEC,cabinetdessingul00leco,0.9496981891348089,0.9554655870445344,472,497,494
bub_gb_O2KRBQansPMC,oeuvrescomplette05bell,0.9168765743073047,0.9191919191919192,364,397,396
bub_gb_O2KRBQansPMC,oeuvrescomplte05belluoft,0.924433249370277,0.9267676767676768,367,397,396
bub_gb_O2LIltNaILoC,bub_gb_M33eozbuFqcC,0.924198250728863,0.9005681818181818,317,343,352
bub_gb_O3J0jM93v-8C,bub_gb_rsdbAAAAQAAJ,0.9783950617283951,0.9723926380368099,634,648,652
bub_gb_O3J0jM93v-8C,histoiredelanato03port,0.9814814814814815,0.9724770642201835,636,648,654
bub_gb_O43dANjXEngC,bub_gb_YvNWAAAAcAAJ,0.933920704845815,0.9217391304347826,212,227,230
bub_gb_O44tQjiUAIQC,bub_gb_MUB_j1d_alQC,0.984375,0.9130434782608695,126,128,138
bub_gb_O4pVzzQhVp4C,bub_gb_pOmar0G9854C,0.9963235294117647,0.9854545454545455,271,272,275
bub_gb_O5EOAAAAIAAJ,s05philosophicalmag11londuoft,0.9371816638370118,0.9355932203389831,552,589,590
bub_gb_O5gYTsfD6WYC,bub_gb_BeviWJ0OJG4C,0.9341772151898734,0.9225,369,395,400
bub_gb_O5gYTsfD6WYC,bub_gb_GjcMy2n9H_AC,0.9417721518987342,0.9417721518987342,372,395,395
bub_gb_O5gYTsfD6WYC,bub_gb_Xj6W98Qqbu8C,0.9037974683544304,0.9153846153846154,357,395,390
bub_gb_O5yD9W_SuogC,oeuvresdhistoire05bonn,0.9708333333333333,0.966804979253112,466,480,482
bub_gb_O63O09Ts2esC,bub_gb_IVUxCYyfNfAC,0.906060606060606,0.9006024096385542,299,330,332
bub_gb_O6Kl0naKzHIC,bub_gb_V8AHAQ3lYjwC,0.9375,0.9463722397476341,300,320,317
bub_gb_O6h_jA2DvY4C,bub_gb_FFJSMEcLaMEC,0.9851485148514851,0.961352657004831,199,202,207
bub_gb_O6lksvg-0jwC,bub_gb_I4mnVxHfb68C,0.9663461538461539,0.9617224880382775,603,624,627
bub_gb_O6lksvg-0jwC,discorsidelsigno01ammi,0.967948717948718,0.9648562300319489,604,624,626
bub_gb_O8A7x1uGChUC,delinspirationde00simo,0.9354838709677419,0.928,232,248,250
bub_gb_O8GMZNTzIngC,bub_gb_DDqsgIZJhrgC,0.9848484848484849,0.9558823529411765,130,132,136
bub_gb_O8LUJYdjCwgC,bub_gb_0KKlesA6PnoC,0.9375,0.9782608695652174,90,96,92
bub_gb_O8LUJYdjCwgC,bub_gb_hH1ukkk1oSoC,0.9479166666666666,0.91,91,96,100
bub_gb_O8NmnHOr5IIC,bub_gb_0GFtUYK6QtEC,0.9575645756457565,0.9700934579439252,519,542,535
bub_gb_O8NmnHOr5IIC,bub_gb_fQiZTqITb7sC,0.9520295202952029,0.9644859813084112,516,542,535
bub_gb_O8TGpZx-fz8C,bub_gb_jcz15p7hGhwC,0.9148936170212766,0.9347826086956522,86,94,92
bub_gb_O8VqR_JDIXYC,bub_gb_3hoOAAAAQAAJ,0.9812332439678284,0.9812332439678284,732,746,746
bub_gb_O8VqR_JDIXYC,dictionnaire_universel_animaux_III_Chesnaye,0.9812332439678284,0.973404255319149,732,746,752
bub_gb_O8nB5bqoHCkC,bub_gb_8altH1kcnsoC,0.9320388349514563,0.9078014184397163,384,412,423
bub_gb_O98mD3qt3ScC,bub_gb_cxCw5SVfgxEC,0.9128630705394191,0.9090909090909091,440,482,484
bub_gb_O9AdJ0AHkCsC,bub_gb_Gk1hZvRNEHQC,0.9638009049773756,0.9594594594594594,213,221,222
bub_gb_O9I3bMhxB6AC,bub_gb_0AMtDFNSmsYC,0.9426987060998152,0.9392265193370166,510,541,543
bub_gb_O9I3bMhxB6AC,bub_gb_FNJOkcO1g8YC,0.9371534195933456,0.9406307977736549,507,541,539
bub_gb_O9fcdbETi3AC,bub_gb_JYucLkgjiPIC,0.9228346456692913,0.9718076285240465,586,635,603
bub_gb_O9pSKWWS_pYC,bub_gb_XQc1_YSrGIMC,0.934375,0.9285714285714286,299,320,322
bub_gb_OAOtm3Rv7RwC,bub_gb_TRRJGiGRx8gC,0.9620060790273556,0.966412213740458,633,658,655
bub_gb_OAZApuYxbPAC,bub_gb_HcXYK0WlzlIC,0.9512195121951219,0.9512195121951219,312,328,328
bub_gb_OAZApuYxbPAC,bub_gb_O8pJfYDpXBYC,0.9451219512195121,0.9171597633136095,310,328,338
bub_gb_OAtdJD9u8oIC,bub_gb_c75dAAAAcAAJ,0.9715189873417721,0.959375,307,316,320
bub_gb_OBE9hJZnwrEC,bub_gb_FtuPks731xUC,0.92,0.9151193633952255,345,375,377
bub_gb_OBJYQUIyvssC,bub_gb_J-taV5dgc6EC,0.984,0.9851258581235698,861,875,874
bub_gb_OB_IZInS-FYC,histoiredumarc01marsuoft,0.9438202247191011,0.9459459459459459,420,445,444
bub_gb_OCI7bkkVE20C,bub_gb_pxkCjoV2pCIC,0.9702970297029703,0.9829488465396189,980,1010,997
bub_gb_OCZ8r8pK6XQC,bub_gb_c2WrUsHqtfgC,0.9733009708737864,0.975669099756691,401,412,411
bub_gb_OCZ8r8pK6XQC,bub_gb_iz7b8eDxsIwC,0.9757281553398058,0.9757281553398058,402,412,412
bub_gb_ODaeq460r_QC,bub_gb_2OrcidFzxXMC,0.9137931034482759,0.9137931034482759,106,116,116
bub_gb_ODaeq460r_QC,bub_gb_YZryu5RJVXYC,0.9224137931034483,0.9907407407407407,107,116,108
bub_gb_OEVGAAAAYAAJ,bub_gb_U4poQcVbEUsC,0.9127272727272727,0.9194139194139194,502,550,546
bub_gb_OEWGh7IwZCUC,bub_gb_ofDO14DaPZMC,0.9222222222222223,0.9273743016759777,166,180,179
bub_gb_OEWGh7IwZCUC,bub_gb_uc97MK9THdEC,0.9222222222222223,0.9325842696629213,166,180,178
bub_gb_OEjBkRvd410C,bub_gb_l_KQ3jPp1k4C,0.9210526315789473,0.9210526315789473,420,456,456
bub_gb_OErdWXA8weQC,bub_gb_2HDcVoBhrUwC,0.9430379746835443,0.9551282051282052,596,632,624
bub_gb_OErdWXA8weQC,bub_gb_PIsmz24Mar4C,0.9762658227848101,0.9778129952456418,617,632,631
bub_gb_OErdWXA8weQC,bub_gb_mPH8_CwMhiMC,0.9240506329113924,0.9344,584,632,625
bub_gb_OIS8Te2hUuwC,annaliditaliadal01mura,0.9656301145662848,0.9640522875816994,590,611,612
bub_gb_OIS8Te2hUuwC,annaliditaliasi02muragoog,0.9885433715220949,0.9853181076672104,604,611,613
bub_gb_OIS8Te2hUuwC,bub_gb_Mo7JxygqB2MC,0.9312602291325696,0.9709897610921502,569,611,586
bub_gb_OIS8Te2hUuwC,italiadalprincipio01mura,0.9656301145662848,0.9577922077922078,590,611,616
bub_gb_OIlVOWbi5GYC,vitedepittoriscu001pasc,0.9166666666666666,0.9316939890710383,341,372,366
bub_gb_OJE4ynnJ_uQC,loriginedesloix03gogu,0.9407216494845361,0.9079601990049752,365,388,402
bub_gb_OJF_jY8974sC,bub_gb_AtdgAAAAcAAJ,0.9709821428571429,0.9709821428571429,435,448,448
bub_gb_OJF_jY8974sC,bub_gb_PgBlAAAAcAAJ,0.9709821428571429,0.9753363228699552,435,448,446
bub_gb_OJF_jY8974sC,collectioncompl31rous,0.9575892857142857,0.9533333333333334,429,448,450
bub_gb_OJF_jY8974sC,oeuvresdejjrouss26rous,0.9575892857142857,0.9575892857142857,429,448,448
bub_gb_OJwtqrSR4pcC,bub_gb_IF5Mj9tcuQ4C,0.9287305122494433,0.9349775784753364,417,449,446
bub_gb_OKU4BAYmYBUC,bub_gb_99u2knedLXsC,0.9329004329004329,0.9535398230088495,431,462,452
bub_gb_OKU4BAYmYBUC,bub_gb__K06eVW9FX0C,0.9199134199134199,0.915948275862069,425,462,464
bub_gb_OKgrJ8l5W9sC,bub_gb__mf2yibvEecC,0.9683544303797469,0.95625,153,158,160
bub_gb_OKkUUURdYFkC,bub_gb_0OBQT3Lz8VwC,0.9602780536246276,0.9621890547263682,967,1007,1005
bub_gb_OKoVrc3FvnAC,bub_gb_ZJclnmJ6gUMC,0.9288617886178862,0.9383983572895277,457,492,487
bub_gb_OLSSfcEUlroC,bub_gb_xffDaR6ybkgC,0.905,0.923469387755102,181,200,196
bub_gb_OMDQyrzWqdYC,bub_gb_9YEkDzBwJ0cC,0.9545454545454546,0.9545454545454546,294,308,308
bub_gb_OMDQyrzWqdYC,bub_gb_KzEEFqXYyCYC,0.9577922077922078,0.9609120521172638,295,308,307
bub_gb_OMTycbh_jWUC,oeuvresdemonsieu03marm,0.953757225433526,0.9482758620689655,330,346,348
bub_gb_OMogJ__p6W4C,bub_gb_D7IjV0MkQWkC,0.979746835443038,0.9042056074766355,387,395,428
bub_gb_ONhjhJ0dVfoC,bub_gb_D8Y2qDBxWacC,0.9074074074074074,0.9074074074074074,196,216,216
bub_gb_ONqYanKswmMC,bub_gb_VN8GlCKJWUYC,0.9964788732394366,0.9895104895104895,283,284,286
bub_gb_OPA2c3XRzxAC,bub_gb_9lg_AAAAcAAJ,0.9205508474576272,0.954945054945055,869,944,910
bub_gb_OPA2c3XRzxAC,bub_gb_Agam9yDmaVUC,0.9067796610169492,0.9458563535911603,856,944,905
bub_gb_OPg3e9P6PbQC,bub_gb_G2azH1TqBJUC,0.9246753246753247,0.9151670951156813,712,770,778
bub_gb_OPg3e9P6PbQC,histoiregnraled02papogoog,0.951948051948052,0.9373401534526854,733,770,782
bub_gb_OPr5sLzGrNMC,bub_gb_RYIbjQYf7-oC,0.9488636363636364,0.9542857142857143,334,352,350
bub_gb_OPr5sLzGrNMC,memoriedegliarch01mili_0,0.9431818181818182,0.9651162790697675,332,352,344
bub_gb_OPxVqVzLQo4C,bub_gb_BZjcJb_TuegC,0.9702380952380952,0.9702380952380952,163,168,168
bub_gb_OQ8ELeOSf78C,bub_gb_eOemg4b45aoC,0.9417293233082706,0.9417293233082706,501,532,532
bub_gb_OQ8ELeOSf78C,oeuvrescomplete47voltgoog,0.9304511278195489,0.9464627151051626,495,532,523
bub_gb_OQ8ELeOSf78C,oeuvrescompletes46voltuoft,0.9417293233082706,0.9417293233082706,501,532,532
bub_gb_OQNC7PKNUm4C,bub_gb_r4BRsGwTwsMC,0.9067164179104478,0.9135338345864662,243,268,266
bub_gb_ORPbtNk2xAsC,bub_gb_NPSP8OzlMU8C,0.9180952380952381,0.9060150375939849,482,525,532
bub_gb_OReC92pXDGcC,bub_gb_5D0TAUaPjOgC,0.9523809523809523,0.975609756097561,80,84,82
bub_gb_OS4B6JmNNMwC,bub_gb_o4VYfvIRV2AC,0.9409090909090909,0.9473684210526315,414,440,437
bub_gb_OSNIGQokNnAC,bub_gb_EGTIVCIHyXsC,0.9643527204502814,0.9643527204502814,514,533,533
bub_gb_OSNIGQokNnAC,delamonarchiepr03miragoog,0.9305816135084428,0.9649805447470817,496,533,514
bub_gb_OSNPAAAAcAAJ,bub_gb_5nJVAAAAcAAJ,0.9351851851851852,0.9308755760368663,808,864,868
bub_gb_OSUWAAAAYAAJ,bub_gb_OL2dIExx6AUC,0.9195979899497487,0.9161451814768461,732,796,799
bub_gb_OSUWAAAAYAAJ,courscompletdagr06rozi,0.9221105527638191,0.924433249370277,734,796,794
bub_gb_OS_XeXA5aOsC,bub_gb_H5QFkYV39T8C,0.9615384615384616,0.9730538922155688,325,338,334
bub_gb_OShlkue3_0YC,bub_gb_XqNzfItxErgC,0.9726315789473684,0.9705882352941176,462,475,476
